"股票代號","股票名稱","年月日","單月合併營收(千)","單月合併營收年成長(%)","單月合併營收月變動(%)","累計合併營收(千)","去年累計合併營收(千)","累計合併營收成長(%)","近12月累計合併營收(千)","近12月營收合併成長(%)"
1262,綠悅-KY,201711,506708,-17.04,29.76,5766886,6194848,-6.91,6478240,-3.96
1262,綠悅-KY,201712,529301,-26.47,4.46,6296238,6923191,-9.06,6296238,-9.06
1262,綠悅-KY,201801,540385,-9.11,2.09,540385,594543,-9.11,6233511,-10.87
1262,綠悅-KY,201802,348520,-54.49,-35.51,890268,1362595,-34.66,5816223,-20.43
1262,綠悅-KY,201803,385727,-51.08,10.68,1276116,2152910,-40.73,5413496,-28.24
1262,綠悅-KY,201804,306698,-55.35,-20.49,1583950,2839496,-44.22,5033262,-34.38
1262,綠悅-KY,201805,293067,-43.99,-4.44,1878156,3359300,-44.09,4803119,-36.85
1264,德麥,201707,291595,-0.66,1.27,2041968,2142355,-4.69,3696070,-4.42
1264,德麥,201708,320368,1.45,9.87,2362335,2458153,-3.9,3700640,-4.02
1264,德麥,201709,329738,3.55,2.92,2689043,2776963,-3.17,3711933,-3.11
1264,德麥,201710,287366,-0.44,-12.85,2979439,3065243,-2.8,3710654,-2.55
1264,德麥,201711,328718,0.8,14.39,3308157,3391338,-2.45,3713277,-2.27
1264,德麥,201712,373329,-7.85,13.57,3675034,3793561,-3.12,3675034,-3.12
1264,德麥,201801,410967,28.2,10.08,410967,320566,28.2,3771888,2.16
1264,德麥,201802,214923,-7.28,-47.7,625890,552376,13.31,3755001,1.11
1264,德麥,201803,334621,3.84,55.69,959944,873582,9.89,3767380,1.07
1264,德麥,201804,314873,8.52,-5.9,1275384,1164764,9.5,3792107,2.39
1264,德麥,201805,335645,12.76,6.6,1611029,1462439,10.16,3830077,3.63
1268,漢來美食,201707,273036,5.78,7.75,1979051,1865606,6.08,3279851,6.14
1268,漢來美食,201708,273071,13.54,0.01,2252122,2106123,6.93,3312405,6.93
1268,漢來美食,201709,222934,-11.08,-18.36,2474702,2354123,5.12,3284615,5.42
1268,漢來美食,201710,309874,15.85,39,2784576,2621606,6.22,3329730,6.1
1268,漢來美食,201711,257757,9.45,-16.82,3042333,2857104,6.48,3351988,7.24
1268,漢來美食,201712,301995,-2.36,17.16,3343960,3166484,5.62,3343960,5.62
1268,漢來美食,201801,313446,-20.21,3.79,313446,392838,-20.21,3265291,0.7
1268,漢來美食,201802,387325,43.01,23.57,700771,663679,5.59,3381775,5.39
1268,漢來美食,201803,278562,13.21,-28.08,979454,909731,7.65,3414015,6.38
1268,漢來美食,201804,262291,2.71,-5.84,1241624,1165113,6.57,3420924,5.92
1268,漢來美食,201805,291936,1.64,11.3,1533560,1452344,5.59,3425628,5.16
1301,台塑,201707,16975872,14.56,-5.42,117137387,102400119,14.39,194910458,8.67
1301,台塑,201708,18909653,32.88,11.39,136047039,116630857,16.65,199589373,11.82
1301,台塑,201709,17594800,34.36,-6.95,153641840,129726099,18.44,204088931,16.24
1301,台塑,201710,16581143,9.57,-5.76,170222983,144858875,17.51,205537298,18.05
1301,台塑,201711,18616550,6.87,12.28,188839533,162279497,16.37,206733227,16.71
1301,台塑,201712,17870221,-0.13,-4.01,206709755,180173192,14.73,206709755,14.73
1301,台塑,201801,19156751,29.37,7.2,19156751,14807514,29.37,211058990,16.72
1301,台塑,201802,14112249,-5.71,-26.33,33269000,29775042,11.73,210203712,13.85
1301,台塑,201803,20898368,15.97,48.09,54167368,47795996,13.33,213081125,15.06
1301,台塑,201804,19555897,18.19,-6.42,73723265,64342116,14.58,216090903,15.85
1301,台塑,201805,22361241,25.13,14.35,96084506,82213237,16.87,220581023,16.4
1303,南亞,201707,25272847,11.22,0.15,172054572,156436611,9.98,290912392,7.65
1303,南亞,201708,26000918,12.09,2.88,198055490,179632650,10.26,293717271,8.64
1303,南亞,201709,26587765,15.69,2.26,224643255,202614025,10.87,297323661,10.3
1303,南亞,201710,26062520,14.46,-1.98,250705775,225383514,11.24,300616692,11.69
1303,南亞,201711,27390672,12.49,5.1,278096447,249733633,11.36,303657245,11.84
1303,南亞,201712,28043505,9.71,2.38,306139952,275294431,11.2,306139952,11.2
1303,南亞,201801,29161203,21.51,3.99,29161203,23998463,21.51,311302692,11.92
1303,南亞,201802,23999666,4.8,-17.7,53160869,46898788,13.35,312402033,10.6
1303,南亞,201803,29059122,12.73,21.08,82219991,72676153,13.13,315683790,11.75
1303,南亞,201804,27904180,15.01,-3.97,110124171,96939140,13.6,319324983,12.78
1303,南亞,201805,30047319,22.1,7.68,140171490,121547229,15.32,324764213,14.18
1304,台聚,201707,4711283,9.76,-2.72,32571507,30335203,7.37,55345615,7.8
1304,台聚,201708,5002910,15.36,6.19,37574417,34672100,8.37,56011628,8.09
1304,台聚,201709,5279293,28.96,5.52,42866476,38731321,10.68,57197018,10.9
1304,台聚,201710,4754780,8.4,-9.94,47608490,43152306,10.33,57565495,11.83
1304,台聚,201711,5204398,4.29,9.46,52812888,48142630,9.7,57779569,10.53
1304,台聚,201712,5325861,7.23,2.33,58133943,53101997,9.47,58133943,9.47
1304,台聚,201801,5546802,28.96,4.15,5546802,4301214,28.96,59384337,11.67
1304,台聚,201802,3891148,-12.85,-29.85,9437950,8766308,7.66,58810391,8.65
1304,台聚,201803,5226687,1.79,34.32,14670146,13902569,5.52,58902446,8.46
1304,台聚,201804,5025991,8.31,-3.84,19690628,18541353,6.2,59288024,8.91
1304,台聚,201805,5599285,25.1,11.41,25289913,23017362,9.87,60411300,10.63
1305,華夏,201707,1189222,3.76,-9.53,8503662,8439431,0.76,14221289,2.21
1305,華夏,201708,1239926,6.64,4.26,9743588,9602108,1.47,14298538,0.33
1305,華夏,201709,1184397,12.66,-4.48,10928129,10653595,2.58,14431675,1.74
1305,華夏,201710,1090093,5.01,-7.96,12018078,11691429,2.79,14483707,4.2
1305,華夏,201711,1184875,-7.88,8.69,13202953,12977682,1.74,14382329,2.69
1305,華夏,201712,1498559,27.06,26.47,14701741,14157389,3.85,14701741,3.85
1305,華夏,201801,1551201,44.22,3.51,1551201,1075589,44.22,15177123,8.14
1305,華夏,201802,1191222,-3.51,-23.21,2742423,2310207,18.71,15133727,7.3
1305,華夏,201803,1401774,1.51,17.68,4144200,3691270,12.27,15154515,7.61
1305,華夏,201804,1031531,-10.72,-26.41,5175728,4846556,6.79,15030684,7.34
1305,華夏,201805,1360529,17.95,31.89,6536258,6000009,8.94,15237760,8.53
1307,三芳,201707,770144,-1.81,1.36,5827567,6369184,-8.5,10504100,-6.32
1307,三芳,201708,928557,-0.55,20.57,6756124,7302889,-7.49,10498952,-5.85
1307,三芳,201709,896942,-8.66,-3.4,7653066,8284910,-7.63,10413872,-6.05
1307,三芳,201710,782311,-19.77,-12.78,8435377,9260001,-8.91,10221093,-6.92
1307,三芳,201711,712095,-22.83,-8.98,9147472,10182744,-10.17,10010445,-9.03
1307,三芳,201712,707884,-17.97,-0.59,9855355,11045717,-10.78,9855355,-10.78
1307,三芳,201801,782396,5.62,10.53,782396,740752,5.62,9897000,-8.49
1307,三芳,201802,598839,-31.29,-23.46,1381235,1612285,-14.33,9624306,-11.58
1307,三芳,201803,1004127,-7.82,67.68,2385362,2701624,-11.71,9539094,-10.65
1307,三芳,201804,725122,-9.47,-27.79,3110484,3502637,-11.2,9463203,-10.31
1307,三芳,201805,695464,-12.52,-4.09,3805948,4297606,-11.44,9363698,-11.21
1308,亞聚,201707,484002,4.49,-16.96,3580166,3081668,16.18,6279210,19.55
1308,亞聚,201708,641144,30.38,32.47,4221310,3573436,18.13,6428586,20.85
1308,亞聚,201709,585591,30.38,-8.66,4808117,4124691,16.57,6565030,22.8
1308,亞聚,201710,574113,22.88,-1.96,5381015,4489804,19.85,6671922,24.63
1308,亞聚,201711,548296,-3.67,-4.5,5929311,5059014,17.2,6651008,22.14
1308,亞聚,201712,473599,-34.38,-13.62,6404467,5893335,8.67,6404467,8.67
1308,亞聚,201801,438679,4.49,-7.37,438679,419813,4.49,6421775,11.32
1308,亞聚,201802,397145,-26.38,-9.47,835824,959239,-12.87,6279494,6.08
1308,亞聚,201803,490319,-14.19,23.46,1326214,1531129,-13.38,6198403,3.7
1308,亞聚,201804,511607,3.26,4.34,1837750,2026082,-9.3,6214577,3.47
1308,亞聚,201805,615776,26.39,20.36,2453526,2513294,-2.38,6343141,3.62
1309,台達化,201707,1581711,27.34,-0.52,10718468,9093306,17.87,18041539,16.15
1309,台達化,201708,1621952,19.05,2.54,12340420,10455755,18.03,18301042,17.05
1309,台達化,201709,2007684,59.76,23.78,14346916,11714485,22.47,19052059,22.55
1309,台達化,201710,1724003,21.27,-14.13,16072107,13134022,22.37,19354462,23.25
1309,台達化,201711,1907532,19.35,10.65,17979639,14732316,22.04,19663700,22.28
1309,台達化,201712,1847529,9.71,-3.15,19821042,16419055,20.72,19821042,20.72
1309,台達化,201801,1937171,29.41,4.85,1937171,1496922,29.41,20267417,21.68
1309,台達化,201802,1189933,-14.16,-38.57,3127104,2883131,8.46,20071141,16.84
1309,台達化,201803,1713650,4.47,44.01,4842167,4518603,7.16,20144411,16.77
1309,台達化,201804,1926644,25.05,12.43,6767398,6064267,11.59,20530299,18.12
1309,台達化,201805,2135878,44.08,10.86,8903276,7546703,17.98,21183741,21.05
1310,台苯,201707,1233931,4.77,4.83,8333188,7952084,4.79,14451821,8.29
1310,台苯,201708,1291990,8.87,4.71,9625178,9138758,5.32,14557137,7.93
1310,台苯,201709,1321553,17.13,2.29,10945700,10268542,6.59,14750380,8.25
1310,台苯,201710,1231120,6.73,-6.84,12177851,11420602,6.63,14827966,8.44
1310,台苯,201711,1266319,-0.12,2.86,13444170,12688443,5.96,14826444,7.69
1310,台苯,201712,1302729,-5.75,2.88,14750826,14073472,4.81,14750826,4.81
1310,台苯,201801,1358715,9.42,4.3,1358715,1241722,9.42,14863892,4.65
1310,台苯,201802,1312915,13.04,-3.37,2671630,2403222,11.17,15015307,5.08
1310,台苯,201803,1332672,19.47,1.5,4004442,3518791,13.8,15232452,8.19
1310,台苯,201804,1293172,7.7,-2.96,5297474,4719489,12.25,15324884,8.81
1310,台苯,201805,1372041,14.08,6.1,6669515,5922217,12.62,15494197,8.97
1312,國喬,201707,1903108,15.54,-2.71,12867535,10756682,19.62,22038627,22.87
1312,國喬,201708,2142768,19.61,12.59,15010303,12548212,19.62,22389865,23.25
1312,國喬,201709,2064839,31.65,-3.64,17079012,14115456,21,22886286,24.34
1312,國喬,201710,2025626,12.65,-1.9,19100767,15914851,20.02,23113691,21.74
1312,國喬,201711,2117330,12.25,4.53,21218097,17801033,19.2,23344839,21.12
1312,國喬,201712,2139805,0.61,1.06,23350965,19918739,17.23,23350965,17.23
1312,國喬,201801,2350511,17.31,9.85,2350511,2003644,17.31,23704771,15.52
1312,國喬,201802,1867306,14.53,-20.56,4217818,3633992,16.07,23941729,15.16
1312,國喬,201803,2196810,24.8,17.65,6386708,5392770,18.43,24378223,17.47
1312,國喬,201804,1834146,4.16,-16.51,8248774,7155270,15.28,24451407,15.54
1312,國喬,201805,1813414,-2.14,-1.13,10062188,9008358,11.7,24411733,13.04
1313,聯成,201707,3968662,9.61,-2.6,27081748,22799557,18.78,47666335,18.06
1313,聯成,201708,4307176,36.45,8.53,31423799,25822791,21.69,48817026,22.18
1313,聯成,201709,4657393,33.07,8.13,36163348,29185936,23.91,49974453,25.54
1313,聯成,201710,4161561,-0.62,-10.65,40367548,33226549,21.49,49948473,22.77
1313,聯成,201711,5034585,3.73,20.98,45431271,37919400,19.81,50129458,18.74
1313,聯成,201712,5144530,11.02,2.18,50600125,42392012,19.37,50600125,19.37
1313,聯成,201801,5413681,79.59,5.23,5413681,3014388,79.59,53039221,23.01
1313,聯成,201802,2594276,-22.47,-52.08,8042090,6317492,27.3,52287363,17.99
1313,聯成,201803,5523532,26.17,112.91,13569504,10609577,27.9,53432958,18.64
1313,聯成,201804,5740646,37.49,3.93,19354629,14748114,31.23,54998253,20.47
1313,聯成,201805,5812236,32.77,1.25,25230697,19044604,32.48,56432854,20.51
1314,中石化,201707,2667041,8.32,-3.78,19167542,13944131,37.46,30600182,35.85
1314,中石化,201708,2852638,4.62,6.96,22020180,16670730,32.09,30726221,33.14
1314,中石化,201709,2368886,-1.88,-16.96,24388945,19085038,27.79,30680800,29.12
1314,中石化,201710,2542398,10.77,7.32,26931464,21380257,25.96,30927978,25.28
1314,中石化,201711,3017720,63.82,18.7,29949184,23222406,28.97,32103549,28.18
1314,中石化,201712,3386948,57.21,12.24,33335970,25376683,31.36,33335970,31.36
1314,中石化,201801,3291109,8.29,-2.83,3291109,3039280,8.29,33587961,26.48
1314,中石化,201802,2923021,3.62,-11.18,6214130,5860252,6.04,33690010,20.9
1314,中石化,201803,3286055,4.1,12.42,9494452,9016749,5.3,33819568,16.29
1314,中石化,201804,3058618,19.97,-6.92,12558803,11566312,8.58,34328623,16.11
1314,中石化,201805,3043541,40.76,-0.49,15602344,13728552,13.65,35209924,18.54
1315,達新,201707,235090,-25.33,-11.19,1603059,1677118,-4.42,2806025,-1.12
1315,達新,201708,261867,-8.74,11.39,1864926,1964069,-5.05,2780941,-3.07
1315,達新,201709,215116,-19.12,-17.85,2077445,2229805,-6.83,2730086,-5.35
1315,達新,201710,169833,-18.49,-21.05,2249875,2438403,-7.73,2691556,-6.41
1315,達新,201711,205141,-6.83,20.79,2455016,2658580,-7.66,2676520,-6.82
1315,達新,201712,208367,-5.93,1.57,2654707,2887924,-8.08,2654707,-8.08
1315,達新,201801,207440,-26.47,-0.44,207440,282101,-26.47,2588722,-10.84
1315,達新,201802,166222,1.2,-19.87,373662,446352,-16.29,2590693,-10.02
1315,達新,201803,197072,-20.86,18.56,573452,695279,-17.52,2538734,-11.21
1315,達新,201804,160132,-15.93,-18.74,730866,885862,-17.5,2508387,-12.78
1315,達新,201805,206606,-4.96,29.02,937472,1103261,-15.03,2497594,-14.55
1316,上曜,201707,49467,30.07,3.22,369393,312861,18.07,653516,13.3
1316,上曜,201708,53905,22.09,8.97,423299,357012,18.57,663270,19.59
1316,上曜,201709,181402,225.5,236.52,615866,408738,50.68,788941,44.22
1316,上曜,201710,239622,280.37,32.09,844322,475740,77.48,965566,74.08
1316,上曜,201711,401629,500.39,67.61,1245951,542635,129.61,1300300,124.78
1316,上曜,201712,910391,1575.08,126.67,2159740,574627,275.85,2159740,275.85
1316,上曜,201801,173378,282.45,-80.96,173378,45334,282.45,2284386,281.36
1316,上曜,201802,216878,403.3,25.09,390256,88425,341.34,2458173,301.64
1316,上曜,201803,373961,446.74,72.43,766579,158473,383.73,2763736,339.23
1316,上曜,201804,121862,130.69,-67.41,886078,209648,322.65,2832773,352.66
1316,上曜,201805,212680,241.08,74.53,1098758,272003,303.95,2983098,368.32
1319,東陽,201707,1973881,1.12,-7.83,13935906,13753020,1.33,24364168,4.57
1319,東陽,201708,2046385,4.89,3.67,15982291,15703994,1.77,24459579,3.67
1319,東陽,201709,2005463,5.66,-2,17987226,17601999,2.19,24567037,3.53
1319,東陽,201710,2021742,-8.22,0.81,20008968,19804784,1.03,24385994,1.68
1319,東陽,201711,2326706,7.04,15.08,22335674,21978385,1.63,24539099,1.6
1319,東陽,201712,2109480,-4.24,-9.34,24452883,24181282,1.12,24452883,1.12
1319,東陽,201801,2224016,15.33,5.43,2224016,1928354,15.33,24741344,3.2
1319,東陽,201802,1752953,-6.56,-21.18,3976969,3804284,4.54,24618367,1.42
1319,東陽,201803,2268169,3.36,29.39,6245138,5998647,4.11,24692173,1.96
1319,東陽,201804,1878025,0.33,-17.2,8123163,7870507,3.21,24698338,2.1
1319,東陽,201805,2099362,7.67,11.79,10222525,9820396,4.09,24847811,3.12
1321,大洋,201707,355216,-10.37,2.99,2482717,2528623,-1.82,4300130,2.34
1321,大洋,201708,396012,-4.14,11.48,2878794,2941512,-2.13,4283027,1.03
1321,大洋,201709,417033,15.26,5.31,3294816,3308581,-0.42,4338247,1.98
1321,大洋,201710,353993,-4.01,-15.12,3649609,3671832,-0.61,4323442,1.13
1321,大洋,201711,384162,3.92,8.52,4033806,4041751,-0.2,4337934,-0.62
1321,大洋,201712,435251,43.18,13.3,4467046,4362800,2.39,4467046,2.39
1321,大洋,201801,462727,35.89,6.31,462727,340518,35.89,4591404,5.43
1321,大洋,201802,310012,1.46,-33,773058,645738,19.72,4595875,3.94
1321,大洋,201803,416662,2.28,34.4,1190142,1059117,12.37,4605172,4.71
1321,大洋,201804,385970,11.07,-7.37,1575772,1400837,12.49,4643651,6.9
1321,大洋,201805,472755,23.85,22.48,2048569,1782637,14.92,4734693,8.35
1323,永裕,201707,237634,-8.08,-13.26,1753056,1803456,-2.79,3086526,-2.55
1323,永裕,201708,305609,14.83,28.6,2058665,2069590,-0.53,3126001,-1.59
1323,永裕,201709,300731,7.47,-1.6,2359139,2348436,0.46,3146908,-1.62
1323,永裕,201710,296872,18.19,-1.28,2656269,2600592,2.14,3192602,0.74
1323,永裕,201711,287147,7.91,-3.28,2943416,2866691,2.68,3213650,1.82
1323,永裕,201712,299664,10.89,4.36,3241637,3132610,3.48,3241637,3.48
1323,永裕,201801,285747,28.01,-4.64,285747,223216,28.01,3305610,6.74
1323,永裕,201802,234815,6.86,-17.82,520563,442963,17.52,3320678,6.66
1323,永裕,201803,304887,15.04,29.84,825302,708732,16.45,3360535,7.98
1323,永裕,201804,318127,25.31,4.34,1143577,961869,18.89,3424787,10.24
1323,永裕,201805,332325,18.86,4.46,1475902,1241451,18.89,3477530,11.8
1324,地球,201707,103109,-2.89,0.85,681334,720319,-5.41,1197129,-3.66
1324,地球,201708,97129,-2,-5.8,778463,819431,-5,1195146,-3.04
1324,地球,201709,107845,19.3,11.03,886308,909828,-2.59,1212594,-0.04
1324,地球,201710,115690,7.97,7.27,1001998,1016974,-1.47,1221138,-0.24
1324,地球,201711,105613,-7.52,-8.71,1107611,1131170,-2.08,1212555,-1.75
1324,地球,201712,119542,13.91,13.19,1227153,1236115,-0.72,1227153,-0.72
1324,地球,201801,87808,0.6,-26.55,87808,87286,0.6,1227675,0.19
1324,地球,201802,66470,-16.79,-24.3,154278,167164,-7.71,1214267,-1.5
1324,地球,201803,106782,-10.36,60.65,261060,286287,-8.81,1201926,-2.94
1324,地球,201804,93946,-5.05,-12.02,355006,385231,-7.85,1196928,-3.35
1324,地球,201805,101081,11.38,7.59,456087,475984,-4.18,1207256,0.03
1325,恆大,201707,55781,-22.29,-16.76,495056,581147,-14.81,904337,-13.9
1325,恆大,201708,78331,11.67,40.43,573387,651294,-11.96,912521,-12.89
1325,恆大,201709,74969,0,-4.29,648356,726263,-10.73,912521,-11.03
1325,恆大,201710,83092,11.36,10.84,731448,800881,-8.67,920995,-8.01
1325,恆大,201711,65771,-29.82,-20.85,797219,894603,-10.89,893044,-10.93
1325,恆大,201712,67991,-29.05,3.38,865210,990428,-12.64,865210,-12.64
1325,恆大,201801,81120,-18.23,19.31,81120,99204,-18.23,847126,-15.48
1325,恆大,201802,65751,10.31,-18.95,146871,158807,-7.52,853274,-13.94
1325,恆大,201803,82253,19.3,25.1,229124,227751,0.6,866583,-9.57
1325,恆大,201804,62915,-6.76,-23.51,292039,295224,-1.08,862025,-9.56
1325,恆大,201805,81403,5.67,29.39,373442,372260,0.32,866392,-7.28
1326,台化,201707,29205867,4.41,4.71,200633821,185046037,8.42,334792411,6.22
1326,台化,201708,29378142,10.72,0.59,230011963,211580804,8.71,337635786,6.82
1326,台化,201709,29617886,16.46,0.82,259629849,237013521,9.54,341820955,8.28
1326,台化,201710,31681227,21.18,6.97,291311076,263157003,10.7,347358700,9.96
1326,台化,201711,31575535,16.61,-0.33,322886611,290234230,11.25,351857008,11.2
1326,台化,201712,35534860,22.66,12.54,358421471,319204627,12.29,358421471,12.29
1326,台化,201801,33809637,12.45,-4.86,33809637,30067100,12.45,362164008,11.56
1326,台化,201802,29988599,1.05,-11.3,63798236,59742802,6.79,362476905,9.21
1326,台化,201803,35158316,19.11,17.24,98956552,89259531,10.86,368118492,10.66
1326,台化,201804,33118193,19.91,-5.8,132074745,116878525,13,373617691,12.06
1326,台化,201805,32644221,22.46,-1.43,164718966,143535404,14.76,379605033,14.01
1333,恩得利,201707,33029,-38.7,-7.07,228997,344708,-33.57,449122,-33.92
1333,恩得利,201708,38675,-24.71,17.09,267672,396078,-32.42,436427,-32.98
1333,恩得利,201709,44434,-6.25,14.89,315234,444739,-29.12,433463,-30.36
1333,恩得利,201710,32183,-20.71,-27.57,344289,484064,-28.88,425058,-29.19
1333,恩得利,201711,40040,2.03,24.41,384329,523308,-26.56,425854,-26.78
1333,恩得利,201712,35198,-15.24,-12.09,418555,565286,-25.96,418555,-25.96
1333,恩得利,201801,38129,10.22,8.33,38129,34593,10.22,423063,-22.49
1333,恩得利,201802,26888,1.97,-29.48,65017,60962,6.65,423582,-20.89
1333,恩得利,201803,34727,3.75,29.15,102652,96362,6.53,424837,-18.46
1333,恩得利,201804,36708,17.09,5.7,136452,125785,8.48,430194,-14.19
1333,恩得利,201805,34582,-0.17,-5.79,171034,160425,6.61,430136,-11.48
1336,台翰,201707,206159,48.04,9.55,1197680,938350,27.64,2050762,11.56
1336,台翰,201708,228718,32.42,10.94,1426398,1111071,28.38,2106758,12.97
1336,台翰,201709,221323,42.95,-3.23,1640266,1270840,29.07,2173255,16.47
1336,台翰,201710,216358,27.62,-2.24,1864080,1435426,29.86,2220085,21.74
1336,台翰,201711,220129,19.95,1.74,2084209,1618940,28.74,2256699,24.61
1336,台翰,201712,205742,19.28,-6.54,2284494,1791432,27.52,2284494,27.52
1336,台翰,201801,219786,48.77,6.83,219786,147738,48.77,2361997,34.88
1336,台翰,201802,174183,21.92,-20.75,393968,290600,35.57,2393318,35.21
1336,台翰,201803,209056,8.73,20.02,602809,482873,24.84,2410102,31.85
1336,台翰,201804,189187,18.15,-9.5,792211,643004,23.2,2439158,30.51
1336,台翰,201805,222740,38.93,17.74,1014951,803326,26.34,2501576,30.76
1337,再生-KY,201707,429699,-14.28,-0.14,2694458,3252002,-17.14,5207826,-10.74
1337,再生-KY,201708,412927,-26.37,-3.9,3107385,3812843,-18.5,5059912,-14.74
1337,再生-KY,201709,359863,-23.6,-12.85,3471355,4283606,-18.96,4948771,-16.48
1337,再生-KY,201710,392664,-18.33,9.11,3864019,4764401,-18.9,4860640,-17.63
1337,再生-KY,201711,372938,-23.7,-5.02,4236957,5253181,-19.34,4744798,-18.57
1337,再生-KY,201712,358628,-29.94,-3.84,4588271,5779198,-20.61,4588271,-20.61
1337,再生-KY,201801,157343,-55.24,-56.13,157343,351534,-55.24,4397320,-21.24
1337,再生-KY,201802,62316,-72.97,-60.39,219659,582038,-62.26,4229132,-24.4
1337,再生-KY,201803,133927,-65.36,114.92,343807,969132,-64.52,3976413,-27.71
1337,再生-KY,201804,113034,-74.61,-15.6,456841,1414342,-67.7,3644237,-33.07
1337,再生-KY,201805,124601,-70.37,10.23,581442,1834928,-68.31,3348252,-37.51
1338,廣華-KY,201707,651879,10.8,-5.46,4322882,4095146,5.56,7741007,-2.23
1338,廣華-KY,201708,679076,16.74,4.17,5008429,4633142,8.1,7838367,-0.08
1338,廣華-KY,201709,696520,0.22,2.57,5718666,5528384,3.43,7839888,0.01
1338,廣華-KY,201710,708815,16.6,1.77,6437025,5887686,9.33,7940795,2.72
1338,廣華-KY,201711,772875,7.7,9.04,7215476,6501370,10.98,7996056,4.02
1338,廣華-KY,201712,746441,-3.53,-3.42,7967359,7608372,4.72,7967359,4.72
